Attribute,Group,Samples,Actual_Default_Rate,Predicted_Default_Rate,TPR,FPR,Precision,Specificity
SEX,2,3607,0.20321596894926533,0.1655115054061547,0.4870395634379263,0.08350730688935282,0.5979899497487438,0.9164926931106472
SEX,1,2386,0.24853310980720872,0.21165129924559933,0.48903878583473864,0.11991076408254323,0.5742574257425742,0.8800892359174568
AGE_GROUP,18-25,740,0.23513513513513515,0.22297297297297297,0.5114942528735632,0.13427561837455831,0.5393939393939394,0.8657243816254417
AGE_GROUP,26-35,2620,0.1965648854961832,0.16984732824427481,0.4815533980582524,0.09358669833729216,0.5573033707865168,0.9064133016627078
AGE_GROUP,36-50,2182,0.2392300641613199,0.17506874427131072,0.4616858237547893,0.08493975903614458,0.6308900523560209,0.9150602409638554
AGE_GROUP,51+,451,0.2549889135254989,0.24390243902439024,0.6,0.12202380952380952,0.6272727272727273,0.8779761904761905
